estimating workload which takes just one millsecond
end estimation
2	3	1
2	4	2
2	5	3
2	25	4
2	26	5
2	27	6
2	39	7
2	41	8
2	51	9
2	127	10
2	128	11
2	147	12
2	148	13
2	161	14
2	162	15
2	175	16
2	176	17
2	178	18
2	192	19
2	193	20
2	203	21
2	204	22
2	215	23
2	216	24
2	226	25
2	227	26
2	228	27
2	246	28
2	247	29
2	259	30
2	260	31
2	262	32
2	274	33
2	275	34
2	277	35
2	289	36
2	290	37
2	292	38
2	303	39
2	304	40
2	306	41
2	318	42
2	319	43
2	320	44
2	333	45
2	334	46
2	347	47
2	361	48
2	362	49
2	372	50
2	374	51
2	375	52
2	386	53
2	387	54
2	400	55
2	401	56
2	403	57
2	415	58
2	417	59
2	418	60
2	431	61
2	433	62
2	434	63
2	449	64
2	451	65
2	466	66
2	468	67
2	469	68
2	482	69
2	483	70
2	485	71
2	498	72
2	500	73
2	501	74
2	512	75
2	514	76
2	528	77
2	529	78
2	530	79
2	543	80
2	544	81
2	546	82
2	559	83
2	560	84
2	573	85
2	574	86
2	576	87
2	589	88
2	591	89
2	607	90
2	608	91
2	609	92
2	622	93
2	623	94
2	633	95
2	634	96
2	635	97
2	649	98
2	650	99
2	652	100
1	10	1
1	12	2
1	32	3
1	34	4
1	78	5
1	108	6
1	110	7
1	111	8
1	116	9
1	118	10
1	158	11
1	160	12
1	168	13
1	169	14
1	182	15
1	184	16
1	194	17
1	195	18
1	197	19
1	211	20
1	213	21
1	230	22
1	231	23
1	232	24
1	248	25
1	250	26
1	251	27
1	252	28
1	271	29
1	272	30
1	278	31
1	279	32
1	280	33
1	281	34
1	297	35
1	298	36
1	299	37
1	315	38
1	316	39
1	328	40
1	330	41
1	331	42
1	342	43
1	344	44
1	345	45
1	358	46
1	360	47
1	368	48
1	369	49
1	370	50
1	382	51
1	384	52
1	398	53
1	399	54
1	407	55
1	409	56
1	410	57
1	423	58
1	425	59
1	426	60
1	439	61
1	441	62
1	453	63
1	455	64
1	463	65
1	464	66
1	466	67
1	480	68
1	481	69
1	491	70
1	492	71
1	505	72
1	506	73
1	523	74
1	525	75
1	526	76
1	539	77
1	541	78
1	542	79
1	552	80
1	553	81
1	554	82
1	567	83
1	568	84
1	585	85
1	586	86
1	587	87
1	588	88
1	600	89
1	602	90
1	611	91
1	613	92
1	625	93
1	626	94
1	628	95
1	641	96
1	642	97
1	644	98
1	656	99
1	657	100
0	16	1
0	28	2
0	29	3
0	47	4
0	49	5
0	50	6
0	82	7
0	95	8
0	96	9
0	114	10
0	119	11
0	143	12
0	145	13
0	150	14
0	152	15
0	153	16
0	171	17
0	173	18
0	186	19
0	188	20
0	205	21
0	207	22
0	208	23
0	218	24
0	219	25
0	221	26
0	243	27
0	244	28
0	256	29
0	257	30
0	258	31
0	264	32
0	266	33
0	282	34
0	283	35
0	294	36
0	295	37
0	307	38
0	309	39
0	321	40
0	322	41
0	324	42
0	336	43
0	337	44
0	338	45
0	353	46
0	354	47
0	356	48
0	376	49
0	377	50
0	379	51
0	389	52
0	391	53
0	392	54
0	405	55
0	418	56
0	420	57
0	421	58
0	435	59
0	437	60
0	445	61
0	446	62
0	448	63
0	460	64
0	462	65
0	476	66
0	477	67
0	478	68
0	494	69
0	496	70
0	497	71
0	510	72
0	511	73
0	520	74
0	521	75
0	523	76
0	536	77
0	537	78
0	538	79
0	555	80
0	557	81
0	558	82
0	571	83
0	572	84
0	581	85
0	583	86
0	584	87
0	597	88
0	598	89
0	614	90
0	616	91
0	617	92
0	630	93
0	631	94
0	632	95
0	646	96
0	647	97
0	648	98
0	663	99
0	665	100
3	6	1
3	8	2
3	18	3
3	24	4
3	44	5
3	45	6
3	79	7
3	91	8
3	92	9
3	93	10
3	123	11
3	126	12
3	154	13
3	156	14
3	164	15
3	179	16
3	180	17
3	198	18
3	200	19
3	201	20
3	209	21
3	222	22
3	223	23
3	225	24
3	234	25
3	268	26
3	269	27
3	285	28
3	287	29
3	288	30
3	300	31
3	302	32
3	310	33
3	311	34
3	313	35
3	325	36
3	326	37
3	338	38
3	340	39
3	349	40
3	350	41
3	352	42
3	364	43
3	366	44
3	367	45
3	381	46
3	393	47
3	394	48
3	396	49
3	411	50
3	413	51
3	427	52
3	429	53
3	430	54
3	443	55
3	444	56
3	457	57
3	458	58
3	471	59
3	472	60
3	474	61
3	486	62
3	487	63
3	488	64
3	502	65
3	503	66
3	504	67
3	516	68
3	518	69
3	519	70
3	533	71
3	534	72
3	547	73
3	548	74
3	550	75
3	562	76
3	564	77
3	565	78
3	578	79
3	593	80
3	594	81
3	603	82
3	604	83
3	605	84
3	618	85
3	619	86
3	620	87
3	637	88
3	638	89
3	639	90
3	640	91
3	662	92
3	666	93
3	667	94
3	669	95
3	670	96
3	671	97
3	674	98
3	676	99
3	677	100
