estimating workload which takes just one millsecond
end estimation
0	2	1
0	3	2
0	5	3
0	6	4
0	7	5
0	9	6
0	10	7
0	12	8
0	13	9
0	14	10
0	16	11
0	17	12
0	18	13
0	20	14
0	21	15
0	22	16
0	24	17
0	25	18
0	27	19
0	28	20
0	30	21
0	31	22
0	33	23
0	34	24
0	35	25
0	37	26
0	38	27
0	39	28
0	41	29
0	42	30
0	44	31
0	45	32
0	47	33
0	48	34
0	50	35
0	52	36
0	53	37
0	54	38
0	56	39
0	57	40
0	58	41
0	60	42
0	61	43
0	63	44
0	64	45
0	65	46
0	67	47
0	68	48
0	69	49
0	71	50
0	72	51
0	74	52
0	75	53
0	76	54
0	78	55
0	79	56
0	81	57
0	82	58
0	83	59
0	85	60
0	86	61
0	88	62
0	89	63
0	90	64
0	92	65
0	93	66
0	94	67
0	96	68
0	97	69
0	98	70
0	100	71
0	101	72
0	102	73
0	104	74
0	105	75
0	106	76
0	108	77
0	109	78
0	111	79
0	112	80
0	114	81
0	115	82
0	117	83
0	118	84
0	120	85
0	121	86
0	122	87
0	124	88
0	125	89
0	126	90
0	128	91
0	129	92
0	130	93
0	132	94
0	133	95
0	135	96
0	136	97
0	137	98
0	139	99
0	140	100
